9roG,2017,Wonder Woman,Patty Jenkins,141,"['Gal Gadot', 'Chris Pine', 'Connie Nielsen', 'Robin Wright', 'Danny Huston', 'David Thewlis', 'Saïd Taghmaoui', 'Ewen Bremner', 'Eugene Brave Rock', 'Lucy Davis', 'Elena Anaya', 'Lilly Aspell', 'Lisa Loven Kongsli', 'Ann Wolfe', 'Ann Ogbomo', 'Emily Carey', 'James Cosmo', 'Wolf Kahler', 'Alexander Mercury', 'Martin Bishop', 'Flora Nicholson', 'Pat Abernethy', 'Freddy Elletson', 'Sammy Hayman', 'Michael Tantrum', 'Philippe Spall', 'Edward Wolstenholme', 'Ian Hughes', 'Marko Leht', 'Show All…', 'Steffan Rhodri', 'Andrew Byron', 'Dominic Kinnaird', 'Rachel Pickup', 'Ulli Ackermann', 'Frank Allen Forbes', 'Peter Stark', 'Rainer Bock', 'Josh Bromley', 'Jennie Eggleton', 'Eva Dabrowski', 'Harvey James', 'George Johnston', 'Danielle Lewis', 'Florence Kasumba', 'Eleanor Matsuura', 'Josette Simon', 'Doutzen Kroes', 'Hayley Warnes', 'Caitlin Burles', 'Jemma Moore', 'Samantha Win', 'Brooke Ence', 'Madeleine Vall', 'Hari James', 'Jacqui-Lee Pryce', 'Betty Adewole', 'Caroline Winberg', 'Lizzie Bowden', 'Kattreya Scheurer-Smith', 'Rekha Luther', 'Thaina Oliveira', 'Ooooota Adepo', 'Zinnia Kumar', 'Toma McDonagh', 'Amber Doyle', 'Freddy Carter', 'Fred Fergus', 'Tim Pritchett', 'Gana Bayarsaikhan', 'Camilla Roholm', 'Stephanie Haymes-Roven', 'Nia Burke', 'Dee Lewis Clay', 'Tori Letzler', 'Mayling Ng', 'Zack Snyder']"
9ru0,2018,Aquaman,James Wan,143,"['Jason Momoa', 'Amber Heard', 'Willem Dafoe', 'Patrick Wilson', 'Nicole Kidman', 'Dolph Lundgren', 'Yahya Abdul-Mateen II', 'Temuera Morrison', 'Ludi Lin', 'Michael Beach', 'Randall Park', 'Graham McTavish', 'Leigh Whannell', 'Tainui Kirkwood', 'Tamor Kirkwood', 'Denzel Quirke', 'Kaan Guldur', 'Otis Dhanji', 'Kekoa Kekumano', 'Julie Andrews', 'John Rhys-Davies', 'Djimon Hounsou', 'Andrew Crawford', 'Sophia Forrest', 'Natalia Safran', 'Micah Ohlman', 'Jack Andrew', 'Frankie Creagh-Leslie', 'Sophia Emberson-Bain', 'Show All…', 'Ilya Melnikoff', 'Hank Amos', 'Kyryl Koltsov', 'Patrick Cox', 'Luke Owen', 'Robert Longstreet', 'Devika Parikh', 'Sonny Le', 'Jon Fabian', 'Mabel Tamone', 'Rita Dinardo', 'Anthony Standish', 'Nicolette Bianca', 'Victor Leto', 'Vincent B. Gorce', 'Gabriella Petkova', 'Oriana Lacono', 'Pearl Grantham', 'Noa Tsuchiya', 'Alice Lanesbury', 'Nicolas Bosc', 'Joshua Levinson', 'Garreth Hadfield']"
7Piy,2017,Logan,James Mangold,137,"['Hugh Jackman', 'Dafne Keen', 'Patrick Stewart', 'Elizabeth Rodriguez', 'Boyd Holbrook', 'Stephen Merchant', 'Richard E. Grant', 'Stephen Dunlevy', 'Eriq La Salle', 'Elise Neal', 'Quincy Fouse', 'Al Coronel', 'Frank Gallegos', 'Anthony Escobar', 'Reynaldo Gallegos', 'Krzysztof Soszynski', 'Daniel Bernhardt', 'Ryan Sturz', 'Jef Groff', 'Brandon Melendy', 'Oren Hawxhurst', 'Jeremy Fitzgerald', 'Chris Palermo', ""Paul Andrew O'Connor"", 'Clinton Roberts', 'Rocky Abou-Sakher', 'Keith Jardine', 'Jean Claude Leuyer', 'Andrew Arrabito', 'Show All…', 'Sebastian James', 'Aaron Matthews', 'Garrett Hammond', 'Matt McClain', 'Maureen Brennan', 'Jayson Genao', 'Hannah Westerfield', 'Bryant Tardy', 'Ashlyn Casalegno', 'Alison Fernandez', 'Parker Lovein', 'Jimmy Gonzales', 'Dave Davis', 'Lennie Loftin', 'Mark Ashworth', 'James Handy', 'Bryce Romero', 'Phi Vu', 'Chester Rushing', 'David Simpson', 'Lauren Gros', 'John Raymond', 'Vanessa Cloke', 'Doris Morgado', 'Katie Anne Mitchell', 'Lara Grice', 'James Moses Black', 'Ned Yousef', 'Michael Lehr', 'Baxter Humby', 'Bryan Sloyer', 'Daniel Hernández', 'John Bernecker', 'Evan Dane Taylor', 'Joe Nin Williams', 'Toby Holguin', 'Robert Wu', 'Panuvat Anthony Nanakornpanom', 'Victor Winters-Junco', 'Eyad Elbitar', 'Craig Henningsen', 'Han Soto', 'Rissa Rose Kilar', 'Salef Celiz', 'Aidan Kennedy', 'Nayah Murphy', 'Chase Cubia', 'Emma Teo', 'Vincenzo Lucatorto', 'Noell Jellison', 'Haley Glass', 'Ella Rowbotham', 'Hudson Wright', 'Sebeon Jackson', 'Kelton DuMont', 'Damon Carney', 'Cynthia Woods', ""Mali O'Connor"", 'David Kallaway', 'Robert Vargas', 'David Paris', 'Gonzalo Robles', 'Tim Connolly']"
2CWU,2013,The Wolverine,James Mangold,126,"['Hugh Jackman', 'Tao Okamoto', 'Rila Fukushima', 'Hiroyuki Sanada', 'Famke Janssen', 'Svetlana Khodchenkova', 'Brian Tee', 'Hal Yamanouchi', 'Will Yun Lee', 'Ken Yamamura', 'Nobutaka Aoyagi', 'Seiji Funamoto', 'Shinji Ikefuji', 'Qyoko Kudo', 'Nobuaki Kakuda', 'Chiharu Mizuno', 'Takao Kinoshita', 'Conrad Coleby', 'Taris Tyler', 'Sarah Naylor-Liddell', 'Joshua Remilton', 'Andy Owens', 'Allan Poppleton', 'Geoff Burke', 'Yasuyo Shiba', 'Mai Ishikawa', 'Yaeko Kimura', 'Ryuta Kimura', 'Briden Starr', 'Show All…', 'Maria Lukasheva', 'Tess Haubrich', 'Taki Abe', 'William Takayanagi-Temm', 'Kuni Hashimoto', 'Erich Chikashi Linzbichler', 'Shingo Usami', 'Naoya Ogawa', 'Atsushi Sawada', 'Takashi Matsuyama', 'Masa Yamaguchi', 'Eric Laciste', 'Hideki Sugiguchi', 'Garret Sato', 'Kosuke Masano', 'Yoji Tatsuta', 'Yoshinori Fukushige', 'Hiroshi Kasuga', 'Yumiko Nakamura', 'Kimi', 'Keiko Matsumoto', 'Louis Toshio Okada', 'Ian McKellen', 'Patrick Stewart', 'Jon Valera', 'Yasushi Asaya', 'Jeremy Marinas', 'Ola Endress']"
4aRw,2014,X-Men: Days of Future Past,Bryan Singer,132,"['Hugh Jackman', 'James McAvoy', 'Michael Fassbender', 'Jennifer Lawrence', 'Nicholas Hoult', 'Patrick Stewart', 'Ian McKellen', 'Halle Berry', 'Elliot Page', 'Peter Dinklage', 'Anna Paquin', 'Evan Peters', 'Josh Helman', 'Shawn Ashmore', 'Omar Sy', 'Daniel Cudmore', 'Fan Bingbing', 'Adan Canto', 'Booboo Stewart', 'Evan Jonigkeit', 'Famke Janssen', 'James Marsden', 'Kelsey Grammer', 'Lucas Till', 'Mark Camacho', 'Zehra Leverman', 'Alexander Felici', 'Jan Gerste', 'Massimo Cannistraro', 'Show All…', 'Mike Dopud', 'Lee Villeneuve', 'Andreas Apergis', 'Robert Montcalm', 'Gregg Lowe', 'Jaa Smith-Johnson', 'Alex Ivanovici', 'Alain Dahan', 'Freddy Bessa', 'Patricia Tougas', 'Michael Lerner', 'Chris Claremont', 'Len Wein', 'François Paquette', 'Zabryna Guevara', 'Angela Galuppo', 'Milo Chang Sigel', 'Kiana Chang Sigel', 'Victor Cornfoot', 'Brent Skagford', 'Kyle Gatehouse', 'John-Sébastien Côté', 'Stéphane Julien', 'Taris Tyler', 'Darryl Scheelar', 'Thai-Hoa Le', 'Johnny Tran', 'Gregory Hlady', 'Dang Quoc Thinh', 'Vladimir Aksenov', 'Jimmy Chan', 'Julian Casey', 'Robert Crooks', 'Matt Cooke', 'Tim Post', 'Jason Deline', 'Karine Vanasse', 'Pierre Leblanc', 'Jude Beny', 'Arthur Holden', 'Susanna Fournier', 'Andrew Peplowski', 'John Sanford Moore', 'Moe Jeudy-Lamour', 'Harry Standjofski', 'Brianna Bone', 'Neil Napier', 'Jason Koehler', 'Miya Shelton-Contreras', 'Mizinga Mwinga', 'Christian Jadah', 'Brendan Pedder', 'Bryan Singer', 'Morgan Lily', 'Sean Curley']"
FOA,2011,X-Men: First Class,Matthew Vaughn,132,"['James McAvoy', 'Michael Fassbender', 'Kevin Bacon', 'Rose Byrne', 'Jennifer Lawrence', 'January Jones', 'Nicholas Hoult', 'Oliver Platt', 'Jason Flemyng', 'Lucas Till', 'Edi Gathegi', 'Zoë Kravitz', 'Caleb Landry Jones', 'Matt Craven', 'Laurence Belcher', 'Bill Milner', 'Morgan Lily', 'Beth Goddard', 'Éva Magyar', 'Álex González', 'Corey Johnson', 'Demetri Goritsas', 'Glenn Morshower', 'Don Creech', 'James Remar', 'Ludger Pistor', 'Wilfried Hochholdinger', 'Greg Kolpakchi', 'Andrei Zayats', 'Show All…', 'Rade Šerbedžija', 'Ray Wise', 'Michael Medeiros', 'Olek Krupa', 'Yuri Naumkin', 'Gene Farber', 'David Agranov', 'Katrine De Candole', 'James Faulkner', 'Annabelle Wallis', 'Juan Herrera', 'Greg Savage', 'Jarid Faubel', 'Gregory Cox', 'Josh Cohen', 'David Crow', 'Kieran Patrick Campbell', 'Sasha Pieterse', 'Brendan Fehr', 'Michael Ironside', 'Jason Beghe', 'Venya Manzyuk', 'Tony Curran', 'Randall Batinkoff', 'Peter Stark', 'Leonard Redlich', 'Carlos Peres', 'Sean Brown', 'Neil Fingleton', 'Marios', 'Georg Nikoloff', 'Arthur Darbinyan', 'John F. Kennedy', 'Hugh Jackman', 'Rebecca Romijn', 'Paul Bailey', 'David Joseph Martinez', 'Johnny Otto']"
1a7i,2003,X2,Bryan Singer,133,"['Patrick Stewart', 'Hugh Jackman', 'Ian McKellen', 'Anna Paquin', 'Halle Berry', 'Famke Janssen', 'James Marsden', 'Rebecca Romijn', 'Brian Cox', 'Bruce Davison', 'Shawn Ashmore', 'Alan Cumming', 'Aaron Stanford', 'Kelly Hu', 'Katie Stuart', 'Ty Olsson', 'Daniel Cudmore', 'James Kirk', 'Jill Teed', 'Alf Humphreys', 'Kea Wong', 'Cotter Smith', 'Chiara Zanni', 'Jackie A. Greenbank', 'Michael Soltis', 'Michael David Simms', 'David Fabrizio', 'Roger Cross', 'Richard Bradshaw', 'Show All…', 'Bryce Hodgson', 'Glen Curtis', 'Greg Rikaart', 'Shauna Kain', 'Alfonso Quijada', 'Rene Quijada', 'Brad Loree', 'Sheri G. Feldman', 'Connor Widdows', 'Peter Wingfield', 'Charles Siegel', 'Steve Bacic', 'Michael Reid MacKay', 'Michasha Armstrong', 'Robert Hayley', 'Mark Lukyn', 'Kendall Cross', 'Keely Purvis', 'Dylan Kussman', 'Jason S. Whitmer', 'Aaron Pearl', 'Aaron Douglas', 'Colin Lawrence', 'Richard C. Burton', 'Michael Joycelyn', 'Nolan Gerard Funk', 'Devin Douglas Drewitz', 'Jermaine Lopez', 'Sideah Alladice', 'Kurt Max Runte', 'Benjamin Glenday', 'Lori Stewart', 'Ted Friend', 'Mi-Jung Lee', 'Marrett Green', 'Jill Krop', 'Brian Peck', 'Layke Anderson', 'Michael Dougherty', 'Dan Harris', 'Bryan Singer']"
1a7s,2000,X-Men,Bryan Singer,104,"['Patrick Stewart', 'Hugh Jackman', 'Ian McKellen', 'Anna Paquin', 'Halle Berry', 'Famke Janssen', 'James Marsden', 'Bruce Davison', 'Rebecca Romijn', 'Ray Park', 'Tyler Mane', 'Shawn Ashmore', 'Matthew Sharp', 'Brett Morris', 'Rhona Shekter', 'Kenneth McGregor', 'Shawn Roberts', 'Donna Goodhand', 'John Nelles', 'George Buza', 'Darren McGuire', 'Carson Manning', 'Scott Leva', 'Aron Tager', 'Kevin Rushton', 'Doug Lennox', 'David Nichols', 'Malcolm Nefsky', 'Sumela Kay', 'Show All…', 'Katrina Florece', 'Alex Burton', 'Quinn Wright', 'Daniel Magder', 'Matt Weinberg', 'Madison Lanc', 'Marsha Graham', 'Amy Leland', 'Adam Robitel', 'David Brown', 'Ben Jensen', 'Tom DeSanto', 'Todd Dulmage', 'Dan Duran', 'Elias Zarou', 'David Black', 'Robert R. Snow', 'David Hayter', 'Cecil Phillips', 'Dave Allen Clark', 'Deryck Blake', 'Ilke Hincer', 'Ron Sham', 'Jay Yoo', 'Grigori Miakouchkine', 'Eleanore Comes', 'Giuseppe Gallaccio', 'Rupinder Brar', 'Abi Ganem', 'Joey Purpura', 'Manuel Verge', 'Wolfgang Müller', 'Ralph Zuljan', 'Andy Grote']"
dlLM,2018,Deadpool 2,David Leitch,119,"['Ryan Reynolds', 'Josh Brolin', 'Morena Baccarin', 'Julian Dennison', 'Zazie Beetz', 'T. J. Miller', 'Leslie Uggams', 'Karan Soni', 'Brianna Hildebrand', 'Jack Kesy', 'Eddie Marsan', 'Shioli Kutsuna', 'Stefan Kapičić', 'Randal Reeder', 'Nikolai Witschl', 'Thayr Harris', 'Rob Delaney', 'Lewis Tan', 'Bill Skarsgård', 'Terry Crews', 'Brad Pitt', 'Paul Wu', 'Robert Maillet', 'Alan Tudyk', 'Matt Damon', 'Michasha Armstrong', 'Joe Doserro', 'Hayley Sales', 'Islie Hirvonen', 'Show All…', 'Jagua Arneja', 'Gerry South', 'Mike Dopud', 'Luke Roessler', 'Andy Canete', 'Tanis Dolman', 'Eleanor Walker', 'Hunter Dillon', 'Sala Baker', 'Sonia Sunger', 'Paul Wernick', 'Rhett Reese', 'Abiola Uthman', 'Tony Bailey', 'David Cook', 'Alex Kliner', 'Elaine Kliner', 'David Leitch', 'Alicia Morton', 'Valencia Budijanto', 'Lisa Bunting', 'Miles Ellis', 'Sean Gislingham', 'Lars Grant', 'Sam Hargrave', 'Nicholas Hoult', 'Simon MacIntyre', 'James McAvoy', 'Evan Peters', 'Tye Sheridan', 'Alexandra Shipp', 'Kodi Smit-McPhee', 'Andréa Vawda', 'Scott Vickaryous', 'Dan Zachary', 'Hugh Jackman', 'Andre Tricoteux']"
7eJi,2016,X-Men: Apocalypse,Bryan Singer,144,"['James McAvoy', 'Jennifer Lawrence', 'Michael Fassbender', 'Oscar Isaac', 'Nicholas Hoult', 'Rose Byrne', 'Tye Sheridan', 'Sophie Turner', 'Evan Peters', 'Olivia Munn', 'Kodi Smit-McPhee', 'Alexandra Shipp', 'Lucas Till', 'Josh Helman', 'Ben Hardy', 'Lana Condor', 'Warren Scherer', 'Rochelle Okoye', 'Monique Ganderton', 'Fraser Aitcheson', 'Abdulla Hamam', 'Hesham Hammoud', 'Antonio Daniel Hidalgo', 'Al Maini', 'Berdj Garabedian', 'Ally Sheedy', 'Anthony Konechny', 'Emma Elle Paterson', 'Manuel Sinor', 'Show All…', 'Gustave Ouimet', 'Lukas Penar', 'Ryan Hollyman', 'Joanne Boland', 'Nabeel El Khafif', 'Manuel Tadros', 'Abanoub Andraous', 'Aladeen Tawfeek', 'Carolina Bartczak', 'T. J. McGibbon', 'Davide Chiazzese', 'Sebastian Naskrent', 'Boris Sichon', 'Martin Skorek', 'Kamil Orzechowski', 'Michael Terlecki', 'Ahmed Osman', 'Ziad Ghanem', 'Moataz Fathi', 'Tómas Lemarquis', 'James Loye', 'Zehra Leverman', 'Herb Luft', 'Joan Lee', 'Stephen Bogaert', 'John Bourgeois', 'Conrad Coates', 'Dan Lett', 'Adrian G. Griffiths', 'Shawn Campbell', 'Joe Cobden', 'Henry Hallowell', 'Danielle Dury', 'Naomi Frenette', 'Aj Risi', 'Raphaël Dury', 'Ilan Rosenberg', 'Erika Heather Mergl', 'Tauntaun', 'Mary-Piper Gaudet', 'Josh Madryga', 'Scott Cook', 'Allen Keng', 'Tally Rodin', 'Francis Limoges', 'Tsu-Ching Yu', 'Karl Walcott', 'Desmond Campbell', 'Ian Geldart', 'John Ottman', 'Linda Joyce Nourse', 'Zeljko Ivanek', 'Christopher B. MacCabe', 'Chris Cavener', 'Ronald Tremblay', 'Joseph Bellerose', 'Philippe Hartmann', 'Sebastien R. Teller', 'Alexander Peganov', 'Simon Therrien', 'Patrice Martre', 'James Malloch', 'Vladimir Alexis', 'Jason Deline', 'Hugh Jackman']"
9fOC,2016,Deadpool,Tim Miller,108,"['Ryan Reynolds', 'Morena Baccarin', 'Ed Skrein', 'T. J. Miller', 'Gina Carano', 'Leslie Uggams', 'Brianna Hildebrand', 'Karan Soni', 'Jed Rees', 'Stefan Kapičić', 'Randal Reeder', 'Isaac C. Singleton Jr.', 'Michael Benyaer', 'Style Dayne', 'Kyle Cassie', 'Taylor Hickson', 'Ayzee', 'Naika Toussaint', 'Justyn Shippelt', 'Donna Yamamoto', 'Hugh Scott', 'Cindy Piper', 'Emily Haine', 'Aatash Amir', 'Chad Riley', 'Paul Belsito', 'Darcey Johnson', 'Kyle Rideout', 'Jason William Day', 'Show All…', 'Ben Wilkinson', 'Rachel Sheen', 'Paul Lazenby', 'Rob Hayter', 'Victoria De Mare', 'Heather Ashley Chase', 'Kayla Adams', 'Olesia Shewchuk', 'Fabiola Colmenero']"
1a5Q,2006,X-Men: The Last Stand,Brett Ratner,104,"['Famke Janssen', 'Anna Paquin', 'Halle Berry', 'Hugh Jackman', 'Patrick Stewart', 'Ian McKellen', 'Kelsey Grammer', 'James Marsden', 'Rebecca Romijn', 'Shawn Ashmore', 'Aaron Stanford', 'Vinnie Jones', 'Elliot Page', 'Ben Foster', 'Dania Ramirez', 'Michael Murphy', 'Shohreh Aghdashloo', 'Josef Sommer', 'Bill Duke', 'Daniel Cudmore', 'Eric Dane', 'Desiree Zurowski', 'Adrian Hough', 'Haley Ramm', 'Chris Claremont', 'Cayden Boyd', 'Tanya Newbould', 'Anthony Heald', 'Show All…', 'Cameron Bright', 'Connor Widdows', 'Kea Wong', 'Shauna Kain', 'Luke Pohl', 'Julian Richings', 'Lloyd Adams', 'Richard Yee', 'Via Saleaumua', 'Meiling Melançon', 'Omahyra Mota', 'Clayton Watmough', 'Ken Leung', 'Julian Christopher', 'Brad Kelly', 'Makenzie Vega', 'Mi-Jung Lee', 'Benita Ha', 'Ron James', 'R. Lee Ermey', 'Lance Gibson', 'Aaron Pearl', 'Chelah Horsdal', 'John Pyper-Ferguson', ""Brenna O'Brien"", 'Justin Callan', 'Alex Ferris', 'Peter Kawasaki', 'Ron Blecker', 'Emy Aneke', 'David Smith', 'Olivia Williams', ""Tony Stef'Ano""]"
anyO,2019,Dark Phoenix,Simon Kinberg,114,"['Sophie Turner', 'James McAvoy', 'Nicholas Hoult', 'Tye Sheridan', 'Michael Fassbender', 'Alexandra Shipp', 'Evan Peters', 'Jessica Chastain', 'Kodi Smit-McPhee', 'Jennifer Lawrence', 'Scott Shepherd', 'Ato Essandoh', ""Brian d'Arcy James"", 'Halston Sage', 'Lamar Johnson', 'Summer Fontana', 'Hannah Anderson', 'Josh McLaglen', 'Todd Hallowell', 'Julianne Jain', 'Michael Kives', 'Karen Ivany', 'Lynne Adams', 'Alex Gravenstein', 'Daniel Rindress-Kay', 'Raphael Grosz-Harvey', 'Orphée Ladouceur-Nguyen', 'Richard Dagenais', 'Dan Duran', 'Show All…', 'Isabel Farias Lehoux', 'Gryffin Hanvelt', 'Emilio La Torre', 'Julian Bailey', 'André Bédard', 'Michael Lipka', 'Robert Montcalm', 'Sebastian MacLean', 'Vanessa Jackson', 'David Patrick Green', 'Sean Dennis', 'Eloi Archambaudoin', 'Yanek Gadzala', 'Aphra Williams', 'Maurizio Terrazzano', 'Simon Alain', 'Sébastien Bolduc', 'Chris Claremont', 'Matt Keyes', 'Suzanna Lenir', 'Amir Sám Nakhjavani', 'Donny Falsetti', 'Brady Allen', 'Dave Campbell', 'Andrew Stehlin', 'Kota Eberhardt', 'Tyler Elliot Burke', 'Danny Blanco Hall', 'Aalia Adam', 'Peter Anthony Holder', 'Christopher B. MacCabe', 'Frank Fontaine', 'Bonkers', 'Sébastien Beaulac', 'Alain Chanoine', 'Doug Chapman', 'Frédéric North', 'Brian A. Reynolds', 'Doug Uttecht', 'Ben Skorstad', 'Warren Harris', 'Melissa Toussaint', 'Craig Snoyer', 'Tony Saquett', 'Stephane Ouellet', 'Xavier Sotelo', 'Olivier Lamarche', 'Christian Labbé', 'Guy Iannacone', 'Eldon Hunter', 'Christopher Hayes', 'Amélie Hadouchi', 'Frédéric Gilles', 'Julien Irwin Dupuy', 'Marine Buton', 'Daniel Cudmore', 'Ilyes Belayel', 'George Chiang', 'Éric Clark', 'Alexandre Bélanger', 'Joey Coleman']"
2b5u,2003,The Lord of the Rings: The Return of the King,Peter Jackson,201,"['Elijah Wood', 'Ian McKellen', 'Liv Tyler', 'Viggo Mortensen', 'Sean Astin', 'Cate Blanchett', 'John Rhys-Davies', 'Bernard Hill', 'Christopher Lee', 'Billy Boyd', 'Dominic Monaghan', 'Orlando Bloom', 'Hugo Weaving', 'Miranda Otto', 'David Wenham', 'Brad Dourif', 'Karl Urban', 'John Noble', 'Andy Serkis', 'Ian Holm', 'Sean Bean', 'Lawrence Makoare', 'Marton Csokas', 'Paul Norell', 'Alan Howard', 'Noel Appleby', 'Ali Astin', 'David Aston', 'John Bach', 'Show All…', 'Sadwyn Brophy', 'Alistair Browning', 'Richard Edge', 'Jason Fitch', 'Phil Grieve', 'Bruce Hopkins', 'Ian Hughes', 'Bret McKenzie', 'Sarah McLeod', 'Maisy McLeod-Riera', 'Bruce Phillips', 'Shane Rangi', 'Todd Rippon', 'Thomas Robins', 'Harry Sinclair', 'Bruce Spence', 'Peter Tait', 'Joel Tobeck', 'Stephen Ure', 'Sala Baker', 'Robert Pollock', 'Ross Duncan', 'Pete Smith', 'Jed Brophy', 'Lee Hartley', 'Billy Jackson', 'Katie Jackson', 'Jane Abbott', 'Gino Acevedo', 'Aidan Bell', 'Jarl Benzon', 'Jørn Benzon', 'Emma Deakin', 'Michael Elsworth', 'Clint Elvy', 'Zo Hartley', 'Peter Jackson', 'Sandro Kopp', 'Andrew Lesnie', 'Joseph Mika-Hunt', 'Henry Mortensen', 'Craig Parker', 'Rick Porras', 'Christian Rivers', 'Michael Semanick', 'Howard Shore', 'John Stephenson', 'Richard Taylor', 'Royd Tolkien']"
728,1994,Forrest Gump,Robert Zemeckis,142,"['Tom Hanks', 'Robin Wright', 'Gary Sinise', 'Mykelti Williamson', 'Sally Field', 'Michael Conner Humphreys', 'Hanna Hall', 'Haley Joel Osment', 'Siobhan Fallon Hogan', 'Afemo Omilami', 'Peter Dobson', 'Sonny Shroyer', 'George Kelly', 'Sam Anderson', 'Margo Moorer', 'Christopher Jones', 'Kevin Mangan', 'Brett Rice', 'Daniel C. Striepeke', 'David Brisbin', 'Kirk Ward', 'Marlena Smalls', 'Kitty K. Green', 'Mark Matheisen', 'Al Harrington', 'Joe Washington', 'Jed Gillin', 'Don Fischer', 'Matt Wallace', 'Show All…', 'Mike Jolly', 'Michael Kemmerling', 'John Voldstad', 'Daniel J. Gillooly', 'Michael Burgess', 'Steven Griffith', 'Michael McFall', 'Byron Minns', 'Steve DeRelian', 'Bonnie Ann Burgess', 'Stephen Bridgewater', 'John William Galt', 'Isabel Rose', ""Richard D'Alessandro"", 'Kevin Davis', 'Michael Jace', 'Geoffrey Blake', 'Vanessa Roth', 'Emily Carey', 'Dick Cavett', 'Tiffany Salerno', 'Marla Sucharetza', 'Joe Alaskey', 'Lazarus Jackson', 'Matt Rebenkoff', 'Nora Dunfee', ""Hallie D'Amore"", 'Michael Mattison', 'Charles Boswell', 'Timothy McNeil', 'Bob Penny', 'Greg Brown', 'Troy Christian', 'Bryan Hanna', 'Zach Hanner', 'Aaron Michael Lacey', 'Jacqueline Lovell', 'Brendan Shanahan', 'William Shipman', 'Robb Skyler', 'Mary Ellen Trainor', 'Kurt Russell', 'Jeffrey Winner', 'Bob Harks', 'W. Benson Terry', 'Tyler Long', 'Jim Hanks', 'Michael Oliver', 'John Worsham']"
eOCm,2017,Get Out,Jordan Peele,104,"['Daniel Kaluuya', 'Allison Williams', 'Catherine Keener', 'Bradley Whitford', 'Caleb Landry Jones', 'Marcus Henderson', 'Betty Gabriel', 'Lakeith Stanfield', 'Stephen Root', 'Lil Rel Howery', 'Ashley LeConte Campbell', 'John Wilmot', 'Caren L. Larkey', 'Julie Ann Doan', 'Rutherford Cravens', 'Geraldine Singer', 'Yasuhiko Oyama', 'Richard Herd', 'Erika Alexander', 'Jeronimo Spinx', 'Ian Casselberry', 'Trey Burvant', 'John Donohue', 'Sean Paul Braud', 'Zailand Adams', 'Keegan-Michael Key', 'Jordan Peele', 'Evan Shafran', 'Tahj Vaughans']"
dZ5m,2017,The Shape of Water,Guillermo del Toro,123,"['Sally Hawkins', 'Doug Jones', 'Michael Shannon', 'Richard Jenkins', 'Octavia Spencer', 'Michael Stuhlbarg', 'David Hewlett', 'Nick Searcy', 'Stewart Arnott', 'Nigel Bennett', 'Lauren Lee Smith', 'Martin Roach', 'Allegra Fulton', 'John Kapelos', 'Morgan Kelly', 'Wendy Lyon', 'Madison Ferguson', 'Jayden Greig', 'Deney Forrest', 'Brandon McKnight', 'Dru Viergever', 'Marvin Kaye', 'Jim Pagiamtzis', 'Cameron Laurie', 'Alexey Pankratov', 'Shane Clinton Jarvis', 'Evgeny Akimov', 'Dave Reachill', 'Matthew Mease', 'Show All…', 'Amanda Smith', 'Maxine Grossman', 'Edward Tracz', ""Shaila D'Onofrio"", 'Vanessa Oude-Reimerink', 'Sergey Nikonov', 'Jonelle Gunderson', 'Clyde Whitham', 'Dan Lett', 'Danny Waugh', 'Karen Glave', 'Diego Fuentes', 'Cody Ray Thompson']"
f1TK,2018,Bohemian Rhapsody,Bryan Singer,135,"['Rami Malek', 'Gwilym Lee', 'Ben Hardy', 'Joseph Mazzello', 'Lucy Boynton', 'Aidan Gillen', 'Allen Leech', 'Tom Hollander', 'Mike Myers', 'Aaron McCusker', 'Meneka Das', 'Ace Bhatti', 'Priya Blackburn', 'Max Bennett', 'Dermot Murphy', 'Dickie Beau', 'Jack Roth', 'Neil Fox-Roberts', 'Jess Radomska', 'Michelle Duncan', 'Ross Green', 'Bruce Mackinnon', 'Joshua Higgott', 'Pat Lally', 'William Owen', 'Philip Andrew', 'Tim Plester', 'Felipe Bejarano', 'Kieran Hardcastle', 'Show All…', 'Martin Oelbermann', 'Ian Gabriel Dumdum', 'Matt Greenwood', 'Royce Cronin', 'James MacLaren', 'Andrew Bowerman', 'Drew P.', 'Haf Gibson', 'Honor Hellon', 'Rosy Benjamin', 'Leila Crerar', 'Katherine Newman', 'Adam Rauf', 'Peter Howe', 'John Ottman', 'James Wallace', 'Matthew Houston', 'Scott Morrison Watson', 'Devlin Lloyd', 'Stefan Kopiecki', 'Garry Summers', 'Matthew Fredricks', 'Ian Jareth Williamson', 'Adam Lazarus', 'Johanna Thea', 'Adam Lambert', 'Andreea Helen David', 'Jason Lines']"
aXgc,2018,A Star Is Born,Bradley Cooper,136,"['Bradley Cooper', 'Lady Gaga', 'Sam Elliott', 'Andrew Dice Clay', 'Rafi Gavron', 'Anthony Ramos', 'Dave Chappelle', 'Marlon Williams', 'Brandi Carlile', 'Ron Rifkin', 'Barry Shabaka Henley', 'Michael D. Roberts', 'Michael Harney', 'Rebecca Field', 'Willam Belli', 'Greg Grunberg', 'D.J. ""Shangela"" Pierce', 'Eddie Griffin', 'Drena De Niro', 'Jacob Schick', 'Gabe Fazio', 'Luenell', 'Lukas Nelson', 'Anthony LoGerfo', 'Corey McCormick', 'Logan Metz', 'Tato Melgar', 'Don Roy King', 'Halsey', 'Show All…', 'Alec Baldwin', 'Leandro De Niro Rodriguez', 'Joey Courteau', 'Hunter Goligoski']"
